update_step,global_step,train_loss, val_loss,lr,tokens_seen,training_time,wall_clock_time
200,200,7.75000000,7.75000000,3.333333333e-05,19980956,65.551623,70.470515
400,400,7.03125000,7.03125000,6.666666667e-05,39979236,130.845213,136.842711
600,600,6.37500000,6.37500000,0.0001,59970332,196.178399,203.262554
800,800,5.84375000,5.84375000,0.0001333333333,79911940,261.513190,269.676954
1000,1000,5.50000000,5.50000000,0.0001666666667,99951716,326.862337,353.542749
1200,1200,5.15625000,5.15625000,0.0002,119975664,392.212883,419.974890
1400,1400,5.00000000,5.00000000,0.0002333333333,139972164,457.571637,486.414603
1600,1600,4.71875000,4.71875000,0.0002666666667,159990940,522.925984,552.851465
1800,1800,4.43750000,4.43750000,0.0003,180003668,588.298707,619.309887
2000,2000,4.28125000,4.29082429,0.0003333333333,200032256,653.671727,702.768431
2200,2200,4.18750000,4.29082429,0.0003666666667,219913492,719.047287,769.222421
2400,2400,4.12500000,4.29082429,0.0004,239873460,784.446860,835.700710
2600,2600,4.03125000,4.29082429,0.0004333333333,259870480,849.851725,902.188027
2800,2800,3.89062500,4.29082429,0.0004666666667,279923036,915.248204,968.664938
3000,3000,3.79687500,3.84692878,0.0005,299894740,980.634839,1052.415793
3200,3200,3.71875000,3.84692878,0.0005333333333,319959244,1045.991533,1118.852858
3400,3400,3.75000000,3.84692878,0.0005666666667,339876016,1111.369443,1185.311664
3600,3600,3.73437500,3.84692878,0.0006,359911800,1176.759597,1251.780015
3800,3800,3.68750000,3.84692878,0.0006333333333,379877784,1242.136737,1318.236733
4000,4000,3.76562500,3.64866740,0.0006666666667,399897756,1307.515674,1401.850485
4200,4200,3.67187500,3.64866740,0.0007,419881488,1372.893435,1468.307639
4400,4400,3.67187500,3.64866740,0.0007333333333,439883532,1438.279175,1534.774470
4600,4600,3.64062500,3.64866740,0.0007666666667,459758988,1503.658145,1601.234883
4800,4800,3.48437500,3.64866740,0.0008,479823924,1569.056055,1667.714852
5000,5000,3.56250000,3.53450537,0.0008333333333,499780720,1634.445117,1751.171877
5200,5200,3.54687500,3.53450537,0.0008666666667,519756120,1699.851400,1817.655547
5400,5400,3.60937500,3.53450537,0.0009,539671756,1765.256732,1884.141292
