update_step,global_step,train_loss, val_loss,lr,tokens_seen,training_time,wall_clock_time
200,200,7.03125000,7.03125000,0.0012,19980956,28.564424,32.550833
200,200,7.03125000,7.03125000,0.0012,19980956,34.042191,39.811109
400,400,5.18750000,5.18750000,0.0024,39979236,56.771093,61.035333
400,400,5.18750000,5.18750000,0.0024,39979236,65.906785,72.651898
600,600,4.62500000,4.62500000,0.0036,59970332,85.029451,89.573480
600,600,4.62500000,4.62500000,0.0036,59970332,98.672839,106.088889
800,800,4.31250000,4.31250000,0.0048,79911940,113.234992,118.057916
800,800,4.31250000,4.31250000,0.0048,79911940,130.851064,138.967631
1000,1000,4.12500000,4.12500000,0.006,99951716,141.449432,157.594201
1200,1200,4.00000000,4.00000000,0.0072,119975664,169.651756,186.077548
1000,1000,4.12500000,4.12500000,0.006,99951716,162.718481,190.150660
1400,1400,3.90625000,3.90625000,0.0084,139972164,197.829187,214.532298
1200,1200,4.00000000,4.00000000,0.0072,119975664,194.816903,222.942072
1600,1600,3.85937500,3.85937500,0.0096,159990940,226.004158,242.983707
1400,1400,3.90625000,3.90625000,0.0084,139972164,226.703274,255.578076
1800,1800,3.78125000,3.78125000,0.0108,180003668,254.194797,271.463741
1600,1600,3.85937500,3.85937500,0.0096,159990940,258.562423,288.219010
2000,2000,3.76562500,3.75589782,0.012,200032256,282.373564,310.843885
1800,1800,3.78125000,3.78125000,0.0108,180003668,290.473991,320.879838
2200,2200,3.70312500,3.75589782,0.01199671047,219913492,310.544719,339.292681
2400,2400,3.71875000,3.75589782,0.01198684587,239873460,338.713262,367.739933
2000,2000,3.76562500,3.75589782,0.012,200032256,322.360377,370.147951
2600,2600,3.67187500,3.75589782,0.01197041823,259870480,366.882877,396.184270
2200,2200,3.70312500,3.75589782,0.01199671047,219913492,354.634347,403.107322
2800,2800,3.60937500,3.75589782,0.01194744757,279923036,395.060102,424.637149
2400,2400,3.71875000,3.75589782,0.01198684587,239873460,386.888742,436.132815
3000,3000,3.51562500,3.58092076,0.01191796187,299894740,423.242553,464.361067
2600,2600,3.67187500,3.75589782,0.01197041823,259870480,419.067688,469.049319
3200,3200,3.50000000,3.58092076,0.01188199704,319959244,451.423864,492.824485
2800,2800,3.60937500,3.75589782,0.01194744757,279923036,451.367338,502.065839
3400,3400,3.54687500,3.58092076,0.01183959692,339876016,479.600234,521.278571
3600,3600,3.53125000,3.58092076,0.01179081316,359911800,507.790373,549.743547
3000,3000,3.51562500,3.58092076,0.01191796187,299894740,483.539399,552.243796
3800,3800,3.51562500,3.58092076,0.01173570519,379877784,535.967935,578.194198
3200,3200,3.50000000,3.58092076,0.01188199704,319959244,515.855402,585.281697
4000,4000,3.59375000,3.48483473,0.01167434015,399897756,564.152541,617.978524
3400,3400,3.54687500,3.58092076,0.01183959692,339876016,548.003492,618.089833
4200,4200,3.53125000,3.48483473,0.01160679281,419881488,592.333097,646.434637
3600,3600,3.53125000,3.58092076,0.01179081316,359911800,580.506930,651.274727
4400,4400,3.53125000,3.48483473,0.01153314547,439883532,620.520887,674.899497
3800,3800,3.51562500,3.58092076,0.01173570519,379877784,612.972730,684.448709
4600,4600,3.51562500,3.48483473,0.01145348785,459758988,648.708855,703.364181
4800,4800,3.35937500,3.48483473,0.011367917,479823924,676.889426,731.818541
4000,4000,3.59375000,3.48483473,0.01167434015,399897756,645.920705,736.347481
5000,5000,3.45312500,3.42520696,0.01127653718,499780720,705.076375,771.351834
4200,4200,3.53125000,3.48483473,0.01160679281,419881488,678.125101,769.345398
5200,5200,3.45312500,3.42520696,0.01117945972,519756120,733.258439,799.813278
4400,4400,3.53125000,3.48483473,0.01153314547,439883532,710.403159,802.376240
5400,5400,3.50000000,3.42520696,0.01107680289,539671756,761.454333,828.288412
4600,4600,3.51562500,3.48483473,0.01145348785,459758988,742.832257,835.528690
5600,5600,3.46875000,3.42520696,0.01096869177,559679312,789.636475,856.748414
4800,4800,3.35937500,3.48483473,0.011367917,479823924,775.098963,868.524665
5800,5800,3.53125000,3.42520696,0.01085525807,579677788,817.820349,885.209252
5000,5000,3.45312500,3.42520696,0.01127653718,499780720,807.297758,918.379664
6000,6000,3.45312500,3.37871492,0.01073663999,599807828,846.007170,924.551295
6200,6200,3.37500000,3.37871492,0.01061298206,619794140,874.189909,953.010739
5200,5200,3.45312500,3.42520696,0.01117945972,519756120,839.456821,951.297939
6400,6400,3.51562500,3.37871492,0.01048443492,639773428,902.375477,981.467806
5400,5400,3.50000000,3.42520696,0.01107680289,539671756,871.578303,984.129507
6600,6600,3.39062500,3.37871492,0.0103511552,659841992,930.552852,1009.918606
5600,5600,3.46875000,3.42520696,0.01096869177,559679312,903.869932,1017.190837
6800,6800,3.37500000,3.37871492,0.01021330527,679862852,958.736995,1038.379493
5800,5800,3.53125000,3.42520696,0.01085525807,579677788,936.026626,1050.112252
7000,7000,3.42187500,3.34076297,0.01007105309,699920844,986.917007,1078.243340
6000,6000,3.45312500,3.37871492,0.01073663999,599807828,968.208565,1100.347961
7200,7200,3.37500000,3.34076297,0.009924571967,719968296,1015.111549,1106.714373
7400,7400,3.43750000,3.34076297,0.009774040362,740029356,1043.297847,1135.177753
6200,6200,3.37500000,3.37871492,0.01061298206,619794140,1000.577211,1133.451487
7600,7600,3.23437500,3.34076297,0.009619641679,759996236,1071.476130,1163.631372
6400,6400,3.51562500,3.37871492,0.01048443492,639773428,1032.812557,1166.455808
7800,7800,3.39062500,3.34076297,0.009461564027,779941296,1099.665030,1192.103743
6600,6600,3.39062500,3.37871492,0.0103511552,659841992,1065.170470,1199.516837
8000,8000,3.39062500,3.30583656,0.0093,799847448,1127.837311,1231.594575
6800,6800,3.37500000,3.37871492,0.01021330527,679862852,1097.717422,1232.825214
8200,8200,3.29687500,3.30583656,0.009135146439,819827020,1156.015474,1260.046141
8400,8400,3.32812500,3.30583656,0.008967204193,839869548,1184.206546,1288.512016
7000,7000,3.42187500,3.34076297,0.01007105309,699920844,1129.964115,1283.363824
8600,8600,3.45312500,3.30583656,0.008796377873,859806840,1212.388063,1316.970620
7200,7200,3.37500000,3.34076297,0.009924571967,719968296,1162.249871,1316.335781
8800,8800,3.29687500,3.30583656,0.008622875604,879800052,1240.571053,1345.427556
7400,7400,3.43750000,3.34076297,0.009774040362,740029356,1194.566168,1349.602476
9000,9000,3.28125000,3.27588856,0.008446908774,899800204,1268.758689,1384.961331
7600,7600,3.23437500,3.34076297,0.009619641679,759996236,1227.487645,1383.236789
9200,9200,3.32812500,3.27588856,0.00826869177,919762096,1296.931929,1413.409103
7800,7800,3.39062500,3.34076297,0.009461564027,779941296,1259.973058,1416.482042
9400,9400,3.39062500,3.27588856,0.008088441721,939753460,1325.112481,1441.864772
9600,9600,3.28125000,3.27588856,0.007906378236,959745664,1353.296688,1470.326535
8000,8000,3.39062500,3.30583656,0.0093,799847448,1292.289315,1467.309237
9800,9800,3.23437500,3.27588856,0.00772272313,979740648,1381.477512,1498.783446
8200,8200,3.29687500,3.30583656,0.009135146439,819827020,1324.867724,1500.665601
10000,10000,3.26562500,3.23874092,0.007537700159,999660280,1409.653661,1538.124585
8400,8400,3.32812500,3.30583656,0.008967204193,839869548,1357.426464,1533.987495
10200,10200,3.31250000,3.23874092,0.007351534745,1019746324,1437.852574,1566.598241
8600,8600,3.45312500,3.30583656,0.008796377873,859806840,1389.872280,1567.175800
10400,10400,3.28125000,3.23874092,0.007164453702,1039664992,1466.057950,1595.078762
8800,8800,3.29687500,3.30583656,0.008622875604,879800052,1422.072839,1600.163943
10600,10600,3.28125000,3.23874092,0.006976684958,1059550488,1494.269748,1623.568184
10800,10800,3.29687500,3.23874092,0.006788457282,1079559984,1522.471826,1652.042171
9000,9000,3.28125000,3.27588856,0.008446908774,899800204,1454.410882,1650.771892
9200,9200,3.32812500,3.27588856,0.00826869177,919762096,1486.879812,1683.965304
11000,11000,3.21875000,3.20963550,0.0066,1099493036,1550.681291,1691.501107
11200,11200,3.29687500,3.20963550,0.006411542718,1119583576,1578.874395,1719.970898
9400,9400,3.39062500,3.27588856,0.008088441721,939753460,1519.264117,1717.158962
11400,11400,3.28125000,3.20963550,0.006223315042,1139610896,1607.066130,1748.439389
9600,9600,3.28125000,3.27588856,0.007906378236,959745664,1551.814562,1750.441991
11600,11600,3.20312500,3.20963550,0.006035546298,1159608288,1635.269607,1776.923432
9800,9800,3.23437500,3.27588856,0.00772272313,979740648,1584.294027,1783.700714
11800,11800,3.25000000,3.20963550,0.005848465255,1179655044,1663.470957,1805.400004
10000,10000,3.26562500,3.23874092,0.007537700159,999660280,1616.789933,1834.130631
12000,12000,3.14062500,3.18497252,0.005662299841,1199675496,1691.662119,1844.741073
10200,10200,3.31250000,3.23874092,0.007351534745,1019746324,1649.286629,1867.386349
12200,12200,3.18750000,3.18497252,0.00547727687,1219753688,1719.866701,1873.216922
12400,12400,3.14062500,3.18497252,0.005293621764,1239700824,1748.062670,1901.687105
10400,10400,3.28125000,3.23874092,0.007164453702,1039664992,1681.797825,1900.618943
