update_step,global_step,train_loss, val_loss,lr,tokens_seen,training_time,wall_clock_time
200,200,10.43750000,10.43750000,1.6e-05,19980956,36.036303,40.473781
400,400,9.50000000,9.50000000,3.2e-05,39979236,65.868091,70.797308
600,600,7.43750000,7.43750000,4.8e-05,59970332,95.672787,101.101226
800,800,7.21875000,7.21875000,6.4e-05,79911940,125.464281,131.388100
1000,1000,6.59375000,6.59375000,8e-05,99951716,155.252526,173.593661
1200,1200,6.06250000,6.06250000,9.6e-05,119975664,185.064414,203.917643
1400,1400,5.84375000,5.84375000,0.000112,139972164,214.880940,234.247470
1600,1600,5.50000000,5.50000000,0.000128,159990940,244.689265,264.570582
1800,1800,5.18750000,5.18750000,0.000144,180003668,274.501827,294.884950
2000,2000,4.96875000,4.96798420,0.00016,200032256,304.314661,336.372143
2200,2200,4.84375000,4.96798420,0.000176,219913492,334.233662,366.794970
2400,2400,4.68750000,4.96798420,0.000192,239873460,364.103018,397.165945
2600,2600,4.59375000,4.96798420,0.000208,259870480,393.964388,427.528702
2800,2800,4.37500000,4.96798420,0.000224,279923036,423.827552,457.890152
3000,3000,4.25000000,4.28324163,0.00024,299894740,453.692597,499.584922
3200,3200,4.09375000,4.28324163,0.000256,319959244,483.551020,529.944335
3400,3400,4.06250000,4.28324163,0.000272,339876016,513.421986,560.316796
3600,3600,4.03125000,4.28324163,0.000288,359911800,543.276219,590.673505
3800,3800,3.93750000,4.28324163,0.000304,379877784,573.132405,621.028593
4000,4000,4.00000000,3.88262117,0.00032,399897756,603.010325,662.608387
4200,4200,3.90625000,3.88262117,0.000336,419881488,632.895332,692.989871
4400,4400,3.89062500,3.88262117,0.000352,439883532,662.794030,723.379387
4600,4600,3.81250000,3.88262117,0.000368,459758988,692.665399,753.751536
4800,4800,3.67187500,3.88262117,0.000384,479823924,722.552073,784.132930
5000,5000,3.73437500,3.70381445,0.0004,499780720,752.458926,825.624557
5200,5200,3.70312500,3.70381445,0.000416,519756120,782.322726,855.988407
5400,5400,3.75000000,3.70381445,0.000432,539671756,812.184667,886.346344
5600,5600,3.70312500,3.70381445,0.000448,559679312,842.042956,916.700341
5800,5800,3.76562500,3.70381445,0.000464,579677788,871.901657,947.058565
6000,6000,3.65625000,3.60229027,0.00048,599807828,901.801311,988.547694
6200,6200,3.59375000,3.60229027,0.000496,619794140,931.712701,1018.945187
6400,6400,3.70312500,3.60229027,0.000512,639773428,961.618753,1049.341927
6600,6600,3.60937500,3.60229027,0.000528,659841992,991.518272,1079.726621
6800,6800,3.57812500,3.60229027,0.000544,679862852,1021.435503,1110.114448
7000,7000,3.62500000,3.53439045,0.00056,699920844,1051.348805,1151.616938
7200,7200,3.54687500,3.53439045,0.000576,719968296,1081.245116,1182.014627
7400,7400,3.64062500,3.53439045,0.000592,740029356,1111.120682,1212.381342
7600,7600,3.42187500,3.53439045,0.000608,759996236,1141.029736,1242.780969
7800,7800,3.57812500,3.53439045,0.000624,779941296,1170.915192,1273.157483
8000,8000,3.56250000,3.48583037,0.00064,799847448,1200.826920,1314.742982
8200,8200,3.48437500,3.48583037,0.000656,819827020,1230.739519,1345.151552
8400,8400,3.51562500,3.48583037,0.000672,839869548,1260.669032,1375.564409
8600,8600,3.64062500,3.48583037,0.000688,859806840,1290.586544,1405.974561
8800,8800,3.46875000,3.48583037,0.000704,879800052,1320.492395,1436.369277
9000,9000,3.45312500,3.44757211,0.00072,899800204,1350.415330,1477.953214
9200,9200,3.53125000,3.44757211,0.000736,919762096,1380.340096,1508.326324
9400,9400,3.56250000,3.44757211,0.000752,939753460,1410.289335,1538.717792
9600,9600,3.45312500,3.44757211,0.000768,959745664,1440.238849,1569.099169
9800,9800,3.40625000,3.44757211,0.000784,979740648,1470.157110,1599.482199
10000,10000,3.45312500,3.41777742,0.0008,999660280,1500.067274,1641.242625
10200,10200,3.50000000,3.41777742,0.0007999980315,1019746324,1529.961031,1671.611813
10400,10400,3.45312500,3.41777742,0.0007999921262,1039664992,1559.867877,1701.989349
10600,10600,3.45312500,3.41777742,0.0007999822841,1059550488,1589.807968,1732.397857
10800,10800,3.46875000,3.41777742,0.0007999685052,1079559984,1619.731820,1762.797495
11000,11000,3.39062500,3.37779576,0.0007999507898,1099493036,1649.667022,1804.467009
